status,suite,case,config,note
rust-pass,compiler,nonstrictTemplateWithNotOctalPrintsAsIs.ts,,
rust-diff,compiler,normalizedIntersectionTooComplex.ts,,
rust-skip,compiler,nounusedTypeParameterConstraint.ts,,"unrecognized option(s): nounusedparameters, nounusedlocals"
rust-skip,compiler,null.ts,,unrecognized option(s): allowunreachablecode
rust-diff,compiler,nullKeyword.ts,,
rust-diff,compiler,nullableFunctionError.ts,,
rust-pass,compiler,numberAsInLHS.ts,,
rust-pass,compiler,numberAssignableToEnumInsideUnion.ts,,
rust-diff,compiler,numberLiteralsWithLeadingZeros.ts,,
rust-pass,compiler,numberOnLeftSideOfInExpression.ts,,
rust-pass,compiler,numberToString.ts,,
rust-diff,compiler,numberVsBigIntOperations.ts,,
rust-diff,compiler,numericClassMembers1.ts,,
rust-pass,compiler,numericEnumMappedType.ts,,
rust-diff,compiler,numericIndexExpressions.ts,,
rust-pass,compiler,numericIndexerConstraint.ts,,
rust-pass,compiler,numericIndexerConstraint1.ts,,
rust-diff,compiler,numericIndexerConstraint2.ts,,
rust-pass,compiler,numericIndexerConstraint3.ts,,
rust-pass,compiler,numericIndexerConstraint4.ts,,
rust-diff,compiler,numericIndexerConstraint5.ts,,
rust-pass,compiler,numericIndexerTyping1.ts,,
rust-pass,compiler,numericIndexerTyping2.ts,,
rust-diff,compiler,numericLiteralsWithTrailingDecimalPoints01.ts,,
rust-diff,compiler,numericLiteralsWithTrailingDecimalPoints02.ts,,
rust-pass,compiler,numericMethodName1.ts,,
rust-skip,compiler,numericUnderscoredSeparator.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,compiler,numericUnderscoredSeparator.ts,target=es2015,
rust-pass,compiler,numericUnderscoredSeparator.ts,target=es2016,
rust-pass,compiler,numericUnderscoredSeparator.ts,target=es2017,
rust-pass,compiler,numericUnderscoredSeparator.ts,target=es2018,
rust-pass,compiler,numericUnderscoredSeparator.ts,target=es2019,
rust-pass,compiler,numericUnderscoredSeparator.ts,target=esnext,
rust-pass,compiler,objectAssignLikeNonUnionResult.ts,,
rust-pass,compiler,objectBindingPatternContextuallyTypesArgument.ts,,
rust-diff,compiler,objectBindingPattern_restElementWithPropertyName.ts,,
rust-diff,compiler,objectCreate-errors.ts,,
rust-diff,compiler,objectCreate.ts,,
rust-diff,compiler,objectCreate2.ts,,
rust-diff,compiler,objectCreationExpressionInFunctionParameter.ts,,
rust-pass,compiler,objectCreationOfElementAccessExpression.ts,,
rust-diff,compiler,objectFreeze.ts,,
rust-diff,compiler,objectFreezeLiteralsDontWiden.ts,,
rust-pass,compiler,objectFromEntries.ts,,
rust-diff,compiler,objectGroupBy.ts,,
rust-skip,compiler,objectIndexer.ts,,module=AMD not supported
rust-pass,compiler,objectInstantiationFromUnionSpread.ts,,
rust-diff,compiler,objectLitArrayDeclNoNew.ts,,
rust-diff,compiler,objectLitGetterSetter.ts,,
rust-diff,compiler,objectLitIndexerContextualType.ts,,
rust-pass,compiler,objectLitPropertyScoping.ts,,
rust-pass,compiler,objectLitStructuralTypeMismatch.ts,,
rust-diff,compiler,objectLitTargetTypeCallSite.ts,,
rust-pass,compiler,objectLiteral1.ts,,
rust-pass,compiler,objectLiteral2.ts,,
rust-pass,compiler,objectLiteralArraySpecialization.ts,,
rust-pass,compiler,objectLiteralComputedNameNoDeclarationError.ts,,
rust-pass,compiler,objectLiteralDeclarationGeneration1.ts,,
rust-diff,compiler,objectLiteralEnumPropertyNames.ts,,
rust-diff,compiler,objectLiteralExcessProperties.ts,,
rust-diff,compiler,objectLiteralFreshnessWithSpread.ts,,
rust-diff,compiler,objectLiteralFunctionArgContextualTyping.ts,,
rust-diff,compiler,objectLiteralFunctionArgContextualTyping2.ts,,
rust-diff,compiler,objectLiteralIndexerErrors.ts,,
rust-pass,compiler,objectLiteralIndexerNoImplicitAny.ts,,
rust-pass,compiler,objectLiteralIndexers.ts,,
rust-diff,compiler,objectLiteralMemberWithModifiers1.ts,,
rust-diff,compiler,objectLiteralMemberWithModifiers2.ts,,
rust-diff,compiler,objectLiteralMemberWithQuestionMark1.ts,,
rust-diff,compiler,objectLiteralMemberWithoutBlock1.ts,,
rust-pass,compiler,objectLiteralParameterResolution.ts,,
rust-pass,compiler,objectLiteralPropertyImplicitlyAny.ts,,
rust-pass,compiler,objectLiteralReferencingInternalProperties.ts,,
rust-diff,compiler,objectLiteralThisWidenedOnUse.ts,,
rust-pass,compiler,objectLiteralWithGetAccessorInsideFunction.ts,,
rust-pass,compiler,objectLiteralWithNumericPropertyName.ts,,
rust-diff,compiler,objectLiteralWithSemicolons1.ts,,
rust-diff,compiler,objectLiteralWithSemicolons2.ts,,
rust-diff,compiler,objectLiteralWithSemicolons3.ts,,
rust-diff,compiler,objectLiteralWithSemicolons4.ts,,
rust-diff,compiler,objectLiteralWithSemicolons5.ts,,
rust-diff,compiler,objectLiteralsAgainstUnionsOfArrays01.ts,,
rust-pass,compiler,objectMembersOnTypes.ts,,
rust-skip,compiler,objectPropertyAsClass.ts,,allowJs not supported
rust-pass,compiler,objectRestBindingContextualInference.ts,,
rust-diff,compiler,objectRestSpread.ts,,
rust-pass,compiler,objectSpreadWithinMethodWithinObjectWithSpread.ts,,
rust-diff,compiler,objectTypeWithOptionalProperty1.ts,,
rust-diff,compiler,observableInferenceCanBeMade.ts,,
rust-diff,compiler,octalLiteralAndEscapeSequence.ts,,
rust-diff,compiler,omitTypeHelperModifiers01.ts,,
rust-diff,compiler,omitTypeTestErrors01.ts,,
rust-pass,compiler,omitTypeTests01.ts,,
rust-diff,compiler,omittedExpressionForOfLoop.ts,,
rust-skip,compiler,operationsAvailableOnPromisedType.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,compiler,operationsAvailableOnPromisedType.ts,target=es2015,
rust-diff,compiler,operatorAddNullUndefined.ts,,
rust-diff,compiler,optionalAccessorsInInterface1.ts,,
rust-diff,compiler,optionalArgsWithDefaultValues.ts,,
rust-diff,compiler,optionalChainWithInstantiationExpression1.ts,target=es2019,
rust-diff,compiler,optionalChainWithInstantiationExpression1.ts,target=es2020,
rust-diff,compiler,optionalChainWithInstantiationExpression2.ts,target=es2019,
rust-diff,compiler,optionalChainWithInstantiationExpression2.ts,target=es2020,
rust-pass,compiler,optionalConstructorArgInSuper.ts,,
rust-diff,compiler,optionalFunctionArgAssignability.ts,,
rust-diff,compiler,optionalParamArgsTest.ts,,
rust-diff,compiler,optionalParamAssignmentCompat.ts,,
rust-pass,compiler,optionalParamInOverride.ts,,
rust-pass,compiler,optionalParamReferencingOtherParams1.ts,,
rust-skip,compiler,optionalParamReferencingOtherParams2.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,compiler,optionalParamReferencingOtherParams2.ts,target=es2015,
rust-diff,compiler,optionalParamReferencingOtherParams3.ts,,
rust-diff,compiler,optionalParamTypeComparison.ts,,
rust-diff,compiler,optionalParameterInDestructuringWithInitializer.ts,,
rust-diff,compiler,optionalParameterProperty.ts,,
rust-pass,compiler,optionalParameterRetainsNull.ts,,
rust-diff,compiler,optionalParamterAndVariableDeclaration.ts,,
rust-diff,compiler,optionalParamterAndVariableDeclaration2.ts,,
rust-diff,compiler,optionalPropertiesInClasses.ts,,
rust-diff,compiler,optionalPropertiesSyntax.ts,,
rust-diff,compiler,optionalPropertiesTest.ts,,
rust-pass,compiler,optionalSetterParam.ts,,
rust-pass,compiler,optionalTupleElementsAndUndefined.ts,,
rust-diff,compiler,optionsCompositeWithIncrementalFalse.ts,,
rust-diff,compiler,optionsInlineSourceMapMapRoot.ts,,
rust-pass,compiler,optionsInlineSourceMapSourceRoot.ts,,
rust-diff,compiler,optionsInlineSourceMapSourcemap.ts,,
rust-skip,compiler,optionsOutAndNoModuleGen.ts,,outFile not supported
rust-pass,compiler,optionsSourcemapInlineSources.ts,,
rust-pass,compiler,optionsSourcemapInlineSourcesMapRoot.ts,,
rust-pass,compiler,optionsSourcemapInlineSourcesSourceRoot.ts,,
rust-pass,compiler,optionsStrictPropertyInitializationStrict.ts,,
rust-pass,compiler,optionsStrictPropertyInitializationStrictNullChecks.ts,,
rust-pass,compiler,optionsTsBuildInfoFileWithoutIncrementalAndComposite.ts,,
rust-diff,compiler,orderMattersForSignatureGroupIdentity.ts,,
rust-skip,compiler,out-flag.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,compiler,out-flag.ts,target=es2015,
rust-skip,compiler,out-flag2.ts,target=es5,outFile not supported
rust-skip,compiler,out-flag2.ts,target=es2015,outFile not supported
rust-skip,compiler,out-flag3.ts,target=es5,outFile not supported
rust-skip,compiler,out-flag3.ts,target=es2015,outFile not supported
rust-skip,compiler,outFileIsDeprecated.ts,,outFile not supported
rust-skip,compiler,outModuleConcatAmd.ts,target=es5,module=AMD not supported
rust-skip,compiler,outModuleConcatAmd.ts,target=es2015,module=AMD not supported
rust-skip,compiler,outModuleConcatCommonjs.ts,target=es5,outFile not supported
rust-skip,compiler,outModuleConcatCommonjs.ts,target=es2015,outFile not supported
rust-skip,compiler,outModuleConcatCommonjsDeclarationOnly.ts,target=es5,outFile not supported
rust-skip,compiler,outModuleConcatCommonjsDeclarationOnly.ts,target=es2015,outFile not supported
rust-skip,compiler,outModuleConcatES6.ts,,outFile not supported
rust-skip,compiler,outModuleConcatSystem.ts,target=es5,module=System not supported
rust-skip,compiler,outModuleConcatSystem.ts,target=es2015,module=System not supported
rust-skip,compiler,outModuleConcatUmd.ts,target=es5,module=UMD not supported
rust-skip,compiler,outModuleConcatUmd.ts,target=es2015,module=UMD not supported
rust-skip,compiler,outModuleConcatUnspecifiedModuleKind.ts,target=es5,outFile not supported
rust-skip,compiler,outModuleConcatUnspecifiedModuleKind.ts,target=es2015,outFile not supported
rust-skip,compiler,outModuleConcatUnspecifiedModuleKindDeclarationOnly.ts,target=es5,outFile not supported
rust-skip,compiler,outModuleConcatUnspecifiedModuleKindDeclarationOnly.ts,target=es2015,outFile not supported
rust-skip,compiler,outModuleTripleSlashRefs.ts,target=es5,module=AMD not supported
rust-skip,compiler,outModuleTripleSlashRefs.ts,target=es2015,module=AMD not supported
rust-diff,compiler,overEagerReturnTypeSpecialization.ts,,
rust-diff,compiler,overload1.ts,,
rust-pass,compiler,overload2.ts,,
rust-pass,compiler,overloadAssignmentCompat.ts,,
rust-pass,compiler,overloadBindingAcrossDeclarationBoundaries.ts,,
rust-pass,compiler,overloadBindingAcrossDeclarationBoundaries2.ts,,
rust-pass,compiler,overloadCallTest.ts,,
rust-diff,compiler,overloadConsecutiveness.ts,,
rust-pass,compiler,overloadCrash.ts,,
rust-diff,compiler,overloadEquivalenceWithStatics.ts,,
rust-diff,compiler,overloadErrorMatchesImplementationElaboaration.ts,,
rust-pass,compiler,overloadGenericFunctionWithRestArgs.ts,,
rust-diff,compiler,overloadModifiersMustAgree.ts,,
rust-skip,compiler,overloadOnConstAsTypeAnnotation.ts,,unrecognized option(s): allowunreachablecode
rust-pass,compiler,overloadOnConstConstraintChecks1.ts,,
rust-pass,compiler,overloadOnConstConstraintChecks2.ts,,
rust-pass,compiler,overloadOnConstConstraintChecks3.ts,,
rust-pass,compiler,overloadOnConstConstraintChecks4.ts,,
rust-pass,compiler,overloadOnConstDuplicateOverloads1.ts,,
rust-pass,compiler,overloadOnConstInBaseWithBadImplementationInDerived.ts,,
rust-pass,compiler,overloadOnConstInCallback1.ts,,
rust-pass,compiler,overloadOnConstInObjectLiteralImplementingAnInterface.ts,,
rust-pass,compiler,overloadOnConstInheritance1.ts,,
rust-diff,compiler,overloadOnConstInheritance2.ts,,
rust-pass,compiler,overloadOnConstInheritance3.ts,,
rust-pass,compiler,overloadOnConstInheritance4.ts,,
rust-diff,compiler,overloadOnConstNoAnyImplementation.ts,,
rust-diff,compiler,overloadOnConstNoAnyImplementation2.ts,,
rust-pass,compiler,overloadOnConstNoNonSpecializedSignature.ts,,
rust-pass,compiler,overloadOnConstNoStringImplementation.ts,,
rust-diff,compiler,overloadOnConstNoStringImplementation2.ts,,
rust-pass,compiler,overloadOnConstantsInvalidOverload1.ts,,
rust-pass,compiler,overloadOnGenericArity.ts,,
rust-pass,compiler,overloadOnGenericClassAndNonGenericClass.ts,,
rust-diff,compiler,overloadResolutionOnDefaultConstructor1.ts,,
rust-diff,compiler,overloadResolutionOverCTLambda.ts,,
rust-pass,compiler,overloadResolutionOverNonCTLambdas.ts,,
rust-pass,compiler,overloadResolutionOverNonCTObjectLit.ts,,
rust-diff,compiler,overloadResolutionTest1.ts,,
rust-pass,compiler,overloadResolutionWithAny.ts,,
rust-pass,compiler,overloadRet.ts,,
rust-pass,compiler,overloadReturnTypes.ts,,
rust-pass,compiler,overloadWithCallbacksWithDifferingOptionalityOnArgs.ts,,
rust-diff,compiler,overloadedConstructorFixesInferencesAppropriately.ts,,
rust-diff,compiler,overloadedStaticMethodSpecialization.ts,,
rust-pass,compiler,overloadingOnConstants1.ts,,
rust-diff,compiler,overloadingOnConstants2.ts,,
rust-pass,compiler,overloadingOnConstantsInImplementation.ts,,
rust-diff,compiler,overloadingStaticFunctionsInFunctions.ts,,
rust-diff,compiler,overloadresolutionWithConstraintCheckingDeferred.ts,,
rust-pass,compiler,overloadsAndTypeArgumentArity.ts,,
rust-diff,compiler,overloadsAndTypeArgumentArityErrors.ts,,
rust-diff,compiler,overloadsInDifferentContainersDisagreeOnAmbient.ts,,
rust-diff,compiler,overloadsWithComputedNames.ts,,
rust-pass,compiler,overloadsWithConstraints.ts,,
rust-diff,compiler,overloadsWithProvisionalErrors.ts,,
rust-diff,compiler,overloadsWithinClasses.ts,,
rust-diff,compiler,overrideBaseIntersectionMethod.ts,,
rust-diff,compiler,overridingPrivateStaticMembers.ts,,
rust-diff,compiler,overshifts.ts,,
rust-pass,compiler,paramPropertiesInSignatures.ts,,
rust-diff,compiler,parameterDecoratorsEmitCrash.ts,,
rust-pass,compiler,parameterDestructuringObjectLiteral.ts,,
rust-diff,compiler,parameterListAsTupleType.ts,,
rust-diff,compiler,parameterNamesInTypeParameterList.ts,,
rust-pass,compiler,parameterPropertyInConstructor1.ts,,
rust-diff,compiler,parameterPropertyInConstructor2.ts,,
rust-diff,compiler,parameterPropertyInConstructor3.ts,,
rust-pass,compiler,parameterPropertyInConstructor4.ts,,
rust-pass,compiler,parameterPropertyInConstructorWithPrologues.ts,,
rust-pass,compiler,parameterPropertyInitializerInInitializers.ts,,
rust-pass,compiler,parameterPropertyOutsideConstructor.ts,,
rust-pass,compiler,parameterPropertyReferencingOtherParameter.ts,,
rust-pass,compiler,parameterReferenceInInitializer1.ts,,
rust-pass,compiler,parameterReferenceInInitializer2.ts,,
rust-pass,compiler,parameterReferencesOtherParameter1.ts,,
rust-pass,compiler,parameterReferencesOtherParameter2.ts,,
rust-diff,compiler,parametersSyntaxErrorNoCrash1.ts,,
rust-diff,compiler,parametersSyntaxErrorNoCrash2.ts,,
rust-diff,compiler,parametersSyntaxErrorNoCrash3.ts,,
rust-diff,compiler,paramsOnlyHaveLiteralTypesWhenAppropriatelyContextualized.ts,,
rust-diff,compiler,paramterDestrcuturingDeclaration.ts,,
rust-diff,compiler,parenthesisDoesNotBlockAliasSymbolCreation.ts,,
rust-pass,compiler,parenthesizedArrowExpressionASI.ts,,
rust-pass,compiler,parenthesizedAsyncArrowFunction.ts,,
rust-pass,compiler,parenthesizedExpressionInternalComments.ts,,
rust-skip,compiler,parenthesizedJSDocCastAtReturnStatement.ts,,allowJs not supported
rust-skip,compiler,parenthesizedJSDocCastDoesNotNarrow.ts,,allowJs not supported
rust-pass,compiler,parenthesizedSatisfiesExpressionWithComments.ts,,
rust-diff,compiler,parse1.ts,,
rust-pass,compiler,parse2.ts,,
rust-pass,compiler,parseArrowFunctionWithFunctionReturnType.ts,,
rust-diff,compiler,parseAssertEntriesError.ts,,
rust-diff,compiler,parseBigInt.ts,,
rust-pass,compiler,parseCommaSeparatedNewlineNew.ts,,
rust-pass,compiler,parseCommaSeparatedNewlineNumber.ts,,
rust-pass,compiler,parseCommaSeparatedNewlineString.ts,,
rust-pass,compiler,parseEntityNameWithReservedWord.ts,,
rust-diff,compiler,parseErrorDoubleCommaInCall.ts,,
rust-diff,compiler,parseErrorInHeritageClause1.ts,,
rust-diff,compiler,parseErrorIncorrectReturnToken.ts,,
rust-diff,compiler,parseGenericArrowRatherThanLeftShift.ts,,
rust-diff,compiler,parseImportAttributesError.ts,,
rust-diff,compiler,parseInvalidNames.ts,,
rust-diff,compiler,parseInvalidNonNullableTypes.ts,,
rust-diff,compiler,parseInvalidNullableTypes.ts,,
rust-skip,compiler,parseJsxElementInUnaryExpressionNoCrash1.ts,,allowJs not supported
rust-skip,compiler,parseJsxElementInUnaryExpressionNoCrash2.ts,,allowJs not supported
rust-skip,compiler,parseJsxElementInUnaryExpressionNoCrash3.ts,,allowJs not supported
rust-pass,compiler,parseJsxExtends1.ts,,
rust-pass,compiler,parseJsxExtends2.ts,,
rust-pass,compiler,parseObjectLiteralsWithoutTypes.ts,,
rust-pass,compiler,parseReplacementCharacter.ts,,
rust-pass,compiler,parseShortform.ts,,
rust-diff,compiler,parseTypes.ts,,
rust-skip,compiler,parseUnaryExpressionNoTypeAssertionInJsx1.ts,,allowJs not supported
rust-skip,compiler,parseUnaryExpressionNoTypeAssertionInJsx2.ts,,allowJs not supported
rust-skip,compiler,parseUnaryExpressionNoTypeAssertionInJsx3.ts,,allowJs not supported
rust-diff,compiler,parseUnaryExpressionNoTypeAssertionInJsx4.ts,,
rust-diff,compiler,parseUnmatchedTypeAssertion.ts,,
rust-diff,compiler,parserConstructorDeclaration12.ts,,
rust-pass,compiler,parserIsClassMemberStart.ts,,
rust-diff,compiler,parserPrivateIdentifierInArrayAssignment.ts,,
rust-skip,compiler,parserUnparsedTokenCrash1.ts,,allowJs not supported
rust-diff,compiler,parserUnparsedTokenCrash2.ts,,
rust-pass,compiler,parsingClassRecoversWhenHittingUnexpectedSemicolon.ts,,
rust-skip,compiler,parsingDeepParenthensizedExpression.ts,,allowJs not supported
rust-diff,compiler,partialDiscriminatedUnionMemberHasGoodError.ts,,
rust-pass,compiler,partialOfLargeAPIIsAbleToBeWorkedWith.ts,,
rust-pass,compiler,partialTypeNarrowedToByTypeGuard.ts,,
rust-pass,compiler,partiallyAmbientClodule.ts,,
rust-pass,compiler,partiallyAmbientFundule.ts,,
rust-pass,compiler,partiallyDiscriminantedUnions.ts,,
rust-skip,compiler,pathMappingBasedModuleResolution1_amd.ts,,module=AMD not supported
rust-diff,compiler,pathMappingBasedModuleResolution1_node.ts,,
rust-skip,compiler,pathMappingBasedModuleResolution2_classic.ts,,module=AMD not supported
rust-skip,compiler,pathMappingBasedModuleResolution2_node.ts,,baseUrl not supported
rust-skip,compiler,pathMappingBasedModuleResolution3_classic.ts,,module=AMD not supported
rust-skip,compiler,pathMappingBasedModuleResolution3_node.ts,,baseUrl not supported
rust-skip,compiler,pathMappingBasedModuleResolution4_classic.ts,,module=AMD not supported
rust-skip,compiler,pathMappingBasedModuleResolution4_node.ts,,baseUrl not supported
rust-skip,compiler,pathMappingBasedModuleResolution5_classic.ts,,module=AMD not supported
rust-skip,compiler,pathMappingBasedModuleResolution5_node.ts,,baseUrl not supported
rust-skip,compiler,pathMappingBasedModuleResolution6_classic.ts,,module=AMD not supported
rust-pass,compiler,pathMappingBasedModuleResolution6_node.ts,,
rust-skip,compiler,pathMappingBasedModuleResolution7_classic.ts,,module=AMD not supported
rust-skip,compiler,pathMappingBasedModuleResolution7_node.ts,,baseUrl not supported
rust-skip,compiler,pathMappingBasedModuleResolution8_classic.ts,,module=AMD not supported
rust-skip,compiler,pathMappingBasedModuleResolution8_node.ts,,baseUrl not supported
rust-skip,compiler,pathMappingBasedModuleResolution_rootImport_aliasWithRoot.ts,,baseUrl not supported
rust-skip,compiler,pathMappingBasedModuleResolution_rootImport_aliasWithRoot_differentRootTypes.ts,,baseUrl not supported
rust-skip,compiler,pathMappingBasedModuleResolution_rootImport_aliasWithRoot_multipleAliases.ts,,baseUrl not supported
rust-skip,compiler,pathMappingBasedModuleResolution_rootImport_aliasWithRoot_realRootFile.ts,,baseUrl not supported
rust-skip,compiler,pathMappingBasedModuleResolution_rootImport_noAliasWithRoot.ts,,baseUrl not supported
rust-skip,compiler,pathMappingBasedModuleResolution_rootImport_noAliasWithRoot_realRootFile.ts,,baseUrl not supported
rust-skip,compiler,pathMappingBasedModuleResolution_withExtension.ts,,baseUrl not supported
rust-skip,compiler,pathMappingBasedModuleResolution_withExtensionInName.ts,,baseUrl not supported
rust-skip,compiler,pathMappingBasedModuleResolution_withExtension_MapedToNodeModules.ts,,baseUrl not supported
rust-skip,compiler,pathMappingBasedModuleResolution_withExtension_failedLookup.ts,,baseUrl not supported
rust-skip,compiler,pathMappingInheritedBaseUrl.ts,,baseUrl not supported
rust-pass,compiler,pathMappingWithoutBaseUrl1.ts,,
rust-diff,compiler,pathMappingWithoutBaseUrl2.ts,,
rust-skip,compiler,pathsValidation1.ts,,baseUrl not supported
rust-skip,compiler,pathsValidation2.ts,,baseUrl not supported
rust-skip,compiler,pathsValidation3.ts,,baseUrl not supported
rust-skip,compiler,pathsValidation4.ts,,baseUrl not supported
rust-diff,compiler,pathsValidation5.ts,,
rust-pass,compiler,performanceComparisonOfStructurallyIdenticalInterfacesWithGenericSignatures.ts,,
rust-pass,compiler,pickOfLargeObjectUnionWorks.ts,,
rust-pass,compiler,pinnedComments1.ts,,
rust-pass,compiler,potentiallyUnassignedVariableInCatch.ts,,
rust-skip,compiler,potentiallyUncalledDecorators.ts,,unrecognized option(s): usedefineforclassfields
rust-diff,compiler,predicateSemantics.ts,,
rust-pass,compiler,prefixIncrementAsOperandOfPlusExpression.ts,,
rust-skip,compiler,prefixUnaryOperatorsOnExportedVariables.ts,target=es5,module=System not supported
rust-skip,compiler,prefixUnaryOperatorsOnExportedVariables.ts,target=es2015,module=System not supported
rust-diff,compiler,prefixedNumberLiteralAssignToNumberLiteralType.ts,,
rust-pass,compiler,preserveConstEnums.ts,,
rust-pass,compiler,prespecializedGenericMembers1.ts,,
rust-diff,compiler,prettyContextNotDebugAssertion.ts,,
rust-diff,compiler,prettyFileWithErrorsAndTabs.ts,,
rust-diff,compiler,primaryExpressionMods.ts,,
rust-diff,compiler,primitiveConstraints1.ts,,
rust-diff,compiler,primitiveConstraints2.ts,,
rust-pass,compiler,primitiveMembers.ts,,
rust-pass,compiler,primitiveTypeAsClassName.ts,,
rust-pass,compiler,primitiveTypeAsInterfaceName.ts,,
rust-pass,compiler,primitiveTypeAsInterfaceNameGeneric.ts,,
rust-pass,compiler,primitiveTypeAsmoduleName.ts,,
rust-pass,compiler,primitiveTypeAssignment.ts,,
rust-pass,compiler,primitiveUnionDetection.ts,,
rust-skip,compiler,privacyAccessorDeclFile.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,compiler,privacyAccessorDeclFile.ts,target=es2015,
rust-skip,compiler,privacyCannotNameAccessorDeclFile.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,compiler,privacyCannotNameAccessorDeclFile.ts,target=es2015,
rust-pass,compiler,privacyCannotNameVarTypeDeclFile.ts,,
rust-pass,compiler,privacyCheckAnonymousFunctionParameter.ts,,
rust-skip,compiler,privacyCheckAnonymousFunctionParameter2.ts,,module=AMD not supported
rust-skip,compiler,privacyCheckCallbackOfInterfaceMethodWithTypeParameter.ts,,module=AMD not supported
rust-diff,compiler,privacyCheckExportAssignmentOnExportedGenericInterface1.ts,,
rust-skip,compiler,privacyCheckExportAssignmentOnExportedGenericInterface2.ts,,module=AMD not supported
rust-diff,compiler,privacyCheckExternalModuleExportAssignmentOfGenericClass.ts,,
rust-skip,compiler,privacyCheckOnTypeParameterReferenceInConstructorParameter.ts,,module=AMD not supported
rust-pass,compiler,privacyCheckTypeOfFunction.ts,,
rust-pass,compiler,privacyCheckTypeOfInvisibleModuleError.ts,,
rust-pass,compiler,privacyCheckTypeOfInvisibleModuleNoError.ts,,
rust-pass,compiler,privacyClass.ts,,
rust-diff,compiler,privacyClassExtendsClauseDeclFile.ts,,
rust-pass,compiler,privacyClassImplementsClauseDeclFile.ts,,
rust-pass,compiler,privacyFunc.ts,,
rust-pass,compiler,privacyFunctionCannotNameParameterTypeDeclFile.ts,,
rust-diff,compiler,privacyFunctionCannotNameReturnTypeDeclFile.ts,,
rust-pass,compiler,privacyFunctionParameterDeclFile.ts,,
rust-pass,compiler,privacyFunctionReturnTypeDeclFile.ts,,
rust-skip,compiler,privacyGetter.ts,target=es5,module=AMD not supported
rust-skip,compiler,privacyGetter.ts,target=es2015,module=AMD not supported
rust-pass,compiler,privacyGloClass.ts,,
rust-skip,compiler,privacyGloFunc.ts,,module=AMD not supported
rust-skip,compiler,privacyGloGetter.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,compiler,privacyGloGetter.ts,target=es2015,
rust-pass,compiler,privacyGloImport.ts,,
rust-diff,compiler,privacyGloImportParseErrors.ts,,
rust-pass,compiler,privacyGloInterface.ts,,
rust-pass,compiler,privacyGloVar.ts,,
rust-pass,compiler,privacyImport.ts,,
rust-diff,compiler,privacyImportParseErrors.ts,,
rust-pass,compiler,privacyInterface.ts,,
rust-pass,compiler,privacyInterfaceExtendsClauseDeclFile.ts,,
rust-pass,compiler,privacyLocalInternalReferenceImportWithExport.ts,,
rust-skip,compiler,privacyLocalInternalReferenceImportWithoutExport.ts,,module=AMD not supported
rust-diff,compiler,privacyTopLevelAmbientExternalModuleImportWithExport.ts,,
rust-diff,compiler,privacyTopLevelAmbientExternalModuleImportWithoutExport.ts,,
rust-skip,compiler,privacyTopLevelInternalReferenceImportWithExport.ts,,module=AMD not supported
rust-skip,compiler,privacyTopLevelInternalReferenceImportWithoutExport.ts,,module=AMD not supported
rust-pass,compiler,privacyTypeParameterOfFunction.ts,,
rust-pass,compiler,privacyTypeParameterOfFunctionDeclFile.ts,,
rust-pass,compiler,privacyTypeParametersOfClass.ts,,
rust-pass,compiler,privacyTypeParametersOfClassDeclFile.ts,,
rust-pass,compiler,privacyTypeParametersOfInterface.ts,,
rust-pass,compiler,privacyTypeParametersOfInterfaceDeclFile.ts,,
rust-pass,compiler,privacyVar.ts,,
rust-pass,compiler,privacyVarDeclFile.ts,,
rust-pass,compiler,privateAccessInSubclass1.ts,,
rust-skip,compiler,privateFieldAssignabilityFromUnknown.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,compiler,privateFieldAssignabilityFromUnknown.ts,target=es2015,
rust-diff,compiler,privateFieldsInClassExpressionDeclaration.ts,,
rust-pass,compiler,privateInstanceVisibility.ts,,
rust-diff,compiler,privateInterfaceProperties.ts,,
rust-diff,compiler,privateNameJsx.tsx,,
rust-diff,compiler,privateNameWeakMapCollision.ts,,
rust-pass,compiler,privatePropertyInUnion.ts,,
rust-skip,compiler,privatePropertyUsingObjectType.ts,,module=AMD not supported
rust-pass,compiler,privateVisibility.ts,,
rust-pass,compiler,privateVisibles.ts,,
rust-pass,compiler,promiseAllOnAny01.ts,,
rust-diff,compiler,promiseChaining.ts,,
rust-diff,compiler,promiseChaining1.ts,,
rust-diff,compiler,promiseChaining2.ts,,
rust-skip,compiler,promiseDefinitionTest.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,compiler,promiseDefinitionTest.ts,target=es2015,
rust-diff,compiler,promiseEmptyTupleNoException.ts,,
rust-diff,compiler,promiseIdentity.ts,,
rust-diff,compiler,promiseIdentity2.ts,,
rust-diff,compiler,promiseIdentityWithAny.ts,,
rust-diff,compiler,promiseIdentityWithAny2.ts,,
rust-diff,compiler,promiseIdentityWithConstraints.ts,,
rust-diff,compiler,promisePermutations.ts,,
